"Colony","Nest","Day","ScaledX","ScaledY","Bin","CoordID","ColorID","Head","Sex","SexNumber","TotalNumber"
15,"Tube",15,2.533324175,2.035299058,2,15,"A,M,3,3","A","M",3,3
15,"Tube",15,1.037706611,3.490804309,3,34,"A,M,4,4","A","M",4,4
15,"Tube",15,1.040483703,4.208219673,4,38,"A,M,5,5","A","M",5,5
15,"Tube",15,1.423105848,4.065045783,4,39,"A,F,1,6","A","F",1,6
15,"Tube",15,1.91804469,4.264996388,4,40,"A,F,2,7","A","F",2,7
15,"Tube",15,1.997038139,4.155145747,4,41,"A,F,3,8","A","F",3,8
15,"Tube",15,2.346642515,4.110095765,4,42,"A,F,4,9","A","F",4,9
15,"Tube",15,6.946432122,3.734879198,7,46,"A,F,5,10","A","F",5,10
18,"Circle",3,3.892436149,1.102652259,4,28,"A,M,1,1","A","M",1,1
18,"Circle",5,3.665540541,1.813063767,8,36,"A,M,1,1","A","M",1,1
19,"Circle",4,4.073795181,0.670180723,2,48,"A,M,1,1","A","M",1,1
19,"Circle",5,2.878113879,1.881672598,7,19,"A,M,1,1","A","M",1,1
19,"Circle",7,4.354545455,0.729545455,2,41,"A,M,1,1","A","M",1,1
19,"Circle",8,3.901376147,0.583715596,1,45,"A,M,1,1","A","M",1,1
11,"Circle",3,3.552695794,0.545685279,1,14,"A,M,1,1","A","M",1,1
14,"Tube",13,3.439041579,1.041226216,1,12,"A,M,1,1","A","M",1,1
11,"Circle",3,2.828136331,0.736040609,1,94,"A,M,10,10","A","M",10,10
11,"Circle",3,3.088591371,0.608533358,1,17,"A,M,2,2","A","M",2,2
14,"Tube",13,2.589852008,2.122973925,2,57,"A,M,2,2","A","M",2,2
11,"Circle",3,3.939448876,1.411046048,3,35,"A,M,3,3","A","M",3,3
14,"Tube",13,2.845900282,2.040755814,2,58,"A,M,3,3","A","M",3,3
11,"Circle",3,3.915277375,1.604423495,4,36,"A,M,4,4","A","M",4,4
14,"Tube",13,6.101714235,4.335799859,6,113,"A,M,4,4","A","M",4,4
11,"Circle",3,3.799251269,1.725284627,4,46,"A,M,5,5","A","M",5,5
14,"Tube",13,6.214469697,2.007869979,8,151,"A,M,5,5","A","M",5,5
11,"Circle",3,3.736403191,1.879985497,5,47,"A,M,6,6","A","M",6,6
11,"Circle",3,3.173192531,1.631013416,4,55,"A,M,7,7","A","M",7,7
11,"Circle",3,3.388324873,2.058859681,5,52,"A,M,8,8","A","M",8,8
11,"Circle",3,2.64684554,0.989847716,2,91,"A,M,9,9","A","M",9,9
