"Colony","Nest","Day","ScaledX","ScaledY","Density"
11,"Tube",4,1.590196078,2.029411765,"Low"
11,"Tube",4,1.682352941,1.939215686,"Low"
11,"Tube",4,1.582352941,1.935294118,"Low"
11,"Tube",4,1.601960784,1.81372549,"Low"
11,"Tube",4,1.629411765,1.803921569,"Low"
11,"Tube",4,1.660784314,1.839215686,"Low"
11,"Tube",4,1.676470588,1.77254902,"Low"
11,"Tube",4,1.631372549,1.756862745,"Low"
11,"Tube",4,1.568627451,1.754901961,"Low"
11,"Tube",4,1.529411765,1.792156863,"Low"
11,"Tube",4,1.525490196,1.756862745,"Low"
11,"Tube",4,1.394117647,1.833333333,"Low"
11,"Tube",4,1.237254902,1.852941176,"Low"
11,"Tube",4,1.347058824,1.962745098,"Low"
11,"Tube",4,1.254901961,2.037254902,"Low"
11,"Tube",4,1.296078431,2.054901961,"Low"
11,"Tube",4,1.360784314,2.043137255,"Low"
11,"Tube",4,1.323529412,2.01372549,"Low"
11,"Tube",4,1.305882353,2.003921569,"Low"
11,"Tube",4,1.423529412,2.082352941,"Low"
11,"Tube",4,1.615686275,2.115686275,"Low"
11,"Tube",4,1.462745098,1.962745098,"Low"
11,"Tube",4,1.178431373,2.166666667,"Low"
11,"Tube",4,1.154901961,2.029411765,"Low"
11,"Tube",4,0.994117647,2.047058824,"Low"
11,"Tube",4,1.033333333,2.147058824,"Low"
11,"Tube",4,1.239215686,2.256862745,"Low"
11,"Tube",4,1.31372549,2.233333333,"Low"
11,"Tube",4,1.11372549,2.284313725,"Low"
11,"Tube",4,1.049019608,2.237254902,"Low"
11,"Tube",4,0.903921569,2.360784314,"Low"
11,"Tube",4,1.062745098,2.384313725,"Low"
11,"Tube",4,1.033333333,2.305882353,"Low"
11,"Tube",4,1.2,2.370588235,"Low"
11,"Tube",4,1.268627451,2.531372549,"Low"
11,"Tube",4,1.2,2.519607843,"Low"
11,"Tube",4,1.223529412,2.482352941,"Low"
11,"Tube",4,1.190196078,2.490196078,"Low"
11,"Tube",4,0.996078431,2.445098039,"Low"
11,"Tube",4,0.998039216,2.562745098,"Low"
11,"Tube",4,1.190196078,2.58627451,"Low"
11,"Tube",4,1.062745098,2.660784314,"Low"
11,"Tube",4,1.156862745,2.705882353,"Low"
11,"Tube",4,1.107843137,2.774509804,"Low"
11,"Tube",4,1.123529412,2.821568627,"Low"
11,"Tube",4,0.998039216,2.876470588,"Low"
11,"Tube",4,1.121568627,2.911764706,"Low"
11,"Tube",4,1.194117647,2.990196078,"Low"
11,"Tube",4,1.047058824,2.976470588,"Low"
11,"Tube",4,0.982352941,3.076470588,"Low"
11,"Tube",4,1.103921569,3.074509804,"Low"
11,"Tube",4,1.196078431,3.088235294,"Low"
11,"Tube",4,1.339215686,3.02745098,"Low"
11,"Tube",4,1.335294118,3.194117647,"Low"
11,"Tube",4,1.256862745,2.703921569,"Low"
11,"Tube",4,1.341176471,2.7,"Low"
11,"Tube",4,1.21372549,3.233333333,"Low"
11,"Tube",4,1.21372549,3.364705882,"Low"
11,"Tube",4,1.121568627,3.425490196,"Low"
11,"Tube",4,0.950980392,3.276470588,"Low"
11,"Tube",4,0.945098039,3.556862745,"Low"
11,"Tube",4,1.066666667,3.521568627,"Low"
11,"Tube",4,1.209803922,3.543137255,"Low"
11,"Tube",4,1.154901961,3.741176471,"Low"
11,"Tube",4,1.082352941,3.880392157,"Low"
11,"Tube",4,1.282352941,3.917647059,"Low"
11,"Tube",4,1.307843137,3.719607843,"Low"
11,"Tube",4,1.411764706,3.831372549,"Low"
11,"Tube",4,1.433333333,4.001960784,"Low"
11,"Tube",4,1.519607843,3.931372549,"Low"
11,"Tube",4,1.470588235,3.758823529,"Low"
11,"Tube",4,1.531372549,3.72745098,"Low"
11,"Tube",4,1.607843137,3.735294118,"Low"
11,"Tube",4,1.643137255,3.794117647,"Low"
11,"Tube",4,1.67254902,3.798039216,"Low"
11,"Tube",4,1.745098039,3.711764706,"Low"
11,"Tube",4,1.684313725,3.878431373,"Low"
11,"Tube",4,1.731372549,3.901960784,"Low"
11,"Tube",4,1.876470588,3.843137255,"Low"
11,"Tube",4,1.782352941,3.766666667,"Low"
11,"Tube",4,1.790196078,3.862745098,"Low"
11,"Tube",4,1.868627451,3.71372549,"Low"
11,"Tube",4,1.996078431,3.882352941,"Low"
11,"Tube",4,2.011764706,3.758823529,"Low"
11,"Tube",4,2.11372549,3.778431373,"Low"
11,"Tube",4,2.062745098,3.945098039,"Low"
11,"Tube",4,2.201960784,3.805882353,"Low"
11,"Tube",4,2.233333333,3.901960784,"Low"
11,"Tube",4,2.245098039,3.888235294,"Low"
11,"Tube",4,2.278431373,3.91372549,"Low"
11,"Tube",4,2.28627451,3.807843137,"Low"
11,"Tube",4,2.345098039,3.68627451,"Low"
11,"Tube",4,2.337254902,3.729411765,"Low"
11,"Tube",4,2.378431373,3.837254902,"Low"
11,"Tube",4,2.437254902,3.847058824,"Low"
11,"Tube",4,2.439215686,3.752941176,"Low"
11,"Tube",4,2.452941176,3.77254902,"Low"
11,"Tube",4,2.47254902,3.741176471,"Low"
11,"Tube",4,2.529411765,3.8,"Low"
11,"Tube",4,2.552941176,3.766666667,"Low"
11,"Tube",4,2.537254902,3.696078431,"Low"
11,"Tube",4,2.488235294,3.984313725,"Low"
11,"Tube",4,2.460784314,3.996078431,"Low"
11,"Tube",4,2.462745098,4.041176471,"Low"
11,"Tube",4,2.494117647,4.031372549,"Low"
11,"Tube",4,2.539215686,4.031372549,"Low"
